id	household_id	contact_id	contact_type	contact_household
TQvCFvKr	e91fc92f	auiYSeGN	4	e91fc92f
auiYSeGN	e91fc92f	DoAuXuxr	4	e91fc92f
DoAuXuxr	e91fc92f	ZKguWANs	4	e91fc92f
ZKguWANs	e91fc92f	OXGZfIJd	4	e91fc92f
OXGZfIJd	e91fc92f	CAoWRlts	4	e91fc92f
CAoWRlts	e91fc92f	fxZxAGoR	4	e91fc92f
fxZxAGoR	e91fc92f	CuROFBIx	4	e91fc92f
CuROFBIx	e91fc92f	tGBaPOym	4	e91fc92f
tGBaPOym	e91fc92f	cWvxIcuR	4	e91fc92f
cWvxIcuR	e91fc92f	xahjMJZf	4	e91fc92f
xahjMJZf	e91fc92f	vrVfEBaQ	4	e91fc92f
vrVfEBaQ	e91fc92f	ugfLUfLS	4	e91fc92f
ugfLUfLS	e91fc92f	WkhNRlUF	4	e91fc92f
WkhNRlUF	e91fc92f	UPTROGcM	4	e91fc92f
UPTROGcM	e91fc92f	vptJuQYG	4	e91fc92f
vptJuQYG	e91fc92f	YTJJFUZv	4	e91fc92f
YTJJFUZv	e91fc92f	qfeUboBK	4	e91fc92f
qfeUboBK	e91fc92f	bAhDSLVz	4	e91fc92f
rixaEzUu	55911f92	IqgmrxTN	4	55911f92
IqgmrxTN	55911f92	IFusEeZZ	4	55911f92
RyhKSatH	a5959174	AgEDfqox	4	a5959174
nUcEGwtI	0aeaf088	cRcnfXKO	4	0aeaf088
cRcnfXKO	0aeaf088	lqtdbAwO	4	0aeaf088
lqtdbAwO	0aeaf088	OrkNSCjk	4	0aeaf088
vVYlMPko	2949750d	FbkNCMBE	4	2949750d
AchwjNVG	5d396810	uouKyuet	4	5d396810
GhSVwTLj	075d06e8	SJnWYyEF	4	075d06e8
SJnWYyEF	075d06e8	hKNQtCKd	4	075d06e8
hKNQtCKd	075d06e8	gOOVvWGm	4	075d06e8
AjpaQmPo	b12e982e	FpZrnuOX	4	b12e982e
FpZrnuOX	b12e982e	ORsFUVWJ	4	b12e982e
NiqVIPpI	debae59b	JfuZAJPO	4	debae59b
JfuZAJPO	debae59b	WMAVoezb	4	debae59b
pbQOpFrE	394da8cb	lsyMBLGU	4	394da8cb
EOdRxTxO	b95003cd	JKDWKoNm	4	b95003cd
JKDWKoNm	b95003cd	BLjZAWFV	4	b95003cd
jHqnXXjD	1ab24bf0	hpLCURXU	4	1ab24bf0
hpLCURXU	1ab24bf0	ypGIIpSB	4	1ab24bf0
vJHfADow	88b57950	NSrEqDgW	4	88b57950
KhRxqmLC	c9fad723	oQrzLWTy	4	c9fad723
Tmwjksks	1339e61b	FehivEwn	4	1339e61b
yCeBdFgq	70c815ed	yXsBtwyT	4	70c815ed
UaBPywxp	d5a579b2	vmTWSBRT	4	d5a579b2
vmTWSBRT	d5a579b2	YRpthovh	4	d5a579b2
YRpthovh	d5a579b2	FIUVTANs	4	d5a579b2
nDHGnuUJ	0458fce4	NcKXEjiv	4	0458fce4
NcKXEjiv	0458fce4	ekMEvoTy	4	0458fce4
MUawDPMU	76ed511e	MWAUDyLn	4	76ed511e
TZUBbIKy	6780dc1c	iuUukDVZ	4	6780dc1c
ynDafWAW	104b9c00	eeGolxdu	4	104b9c00
